Type,Title,ISSN,eISSN,StartDate,EndDate,Resource,URL
Journal,Architectural design,0003-8504,1554-2769,2005,,Wiley-Blackwell - Couperin 2012,http://rproxy.insa-rennes.fr/login?url=http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1554-2769
Journal,"Architecture and Implementation of High Performance Communication Subsystems, IEEE Workshop on the",,,1992,1995,IEEE/IET Electronic Library (IEL),http://rproxy.insa-rennes.fr/login?url=http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000048
Journal,"Architecture for networking and communications systems, ANCS, Proceedings of the ACM/IEEE symposium",,,2005,,IEEE/IET Electronic Library (IEL),http://rproxy.insa-rennes.fr/login?url=http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002114
Journal,Architecture update,,,04/03/2013,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,Archiv der Mathematik,0003-889X,1420-8938,01/01/1948,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0003-889X&volume=
Journal,Archiv der Pharmazie (Weinheim),0365-6233,1521-4184,1998,,Wiley-Blackwell - Couperin 2012,http://rproxy.insa-rennes.fr/login?url=http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1521-4184
Journal,Archiv für Anatomie,,,1913,1919,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0340-2061
Journal,Archiv für Anatomie und Entwickelungsgeschichte,,,27/12/1891,1912,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0340-2061
Journal,Archiv für Dermatologie und Syphilis,0365-6020,,01/03/1869,1953,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0340-3696
Journal,Archiv für dermatologische Forschung,0003-9187,,1971,1975,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0340-3696&volume=
Journal,Archiv für die gesammte Physiologie des Menschen und der Thiere,,,01/12/1868,1910,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0031-6768
Journal,Archiv für die gesamte Virusforschung,0003-9012,,01/02/1939,31/03/1974,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0304-8608&volume=
Journal,Archiv für Entwicklungsmechanik der Organismen,,,28/10/1894,1923,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0949-944X&volume=
Journal,Archiv für experimentelle Pathologie und Pharmakologie,0365-2041,,01/02/1873,1925,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0028-1298&volume=
Journal,Archiv für Gewerbepathologie und Gewerbehygiene,0365-2564,,28/02/1930,30/11/1961,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0340-0131&volume=
Journal,Archiv für Gynäkologie,0003-9128,,01/02/1870,31/08/1978,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0932-0067&volume=
Journal,Archiv für klinische Chirurgie,0365-3706,,04/03/1872,30/11/1944,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=1435-2443&volume=
Journal,"Archiv für klinische und experimentelle Ohren-, Nasen- und Kehlkopfheilkunde",0003-9195,,01/01/1966,31/12/1973,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0937-4477&volume=
Journal,Archiv für Kreislaufforschung,0003-9217,,28/07/1937,31/12/1972,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0300-8428&volume=
Journal,Archiv für mathematische Logik und Grundlagenforschung,0003-9268,,01/09/1950,1987,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0933-5846&volume=
Journal,"Archiv für Meteorologie, Geophysik und Bioklimatologie. Serie A, Meteorologie und Geophysik",0066-6394,,1948,1980,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0177-7971&volume=
Journal,Archiv für Mikrobiologie,0003-9276,,21/01/1930,1973,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0302-8933&volume=
Journal,Archiv für mikroskopische Anatomie,,,01/12/1865,31/05/1923,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0176-7364&volume=
Journal,Archiv für mikroskopische Anatomie,,,1911,1923,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0949-944X&volume=
Journal,Archiv für mikroskopische Anatomie und Entwicklungsmechanik,,,1923,1925,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0949-944X&volume=
Journal,"Archiv für Ohren-, Nasen- und Kehlkopfheilkunde, vereinigt mit Zeitschrift für Hals-, Nasen- und Ohrenheilkunde",0365-5245,,01/11/1947,31/03/1964,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0937-4477
Journal,Archiv für Ohrenheilkunde,,,01/12/1864,31/12/1915,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0937-4477
Journal,Archiv für Ophthalmologie,,,29/03/1854,1870,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0721-832X&volume=
Journal,"Archiv für Orthopädie, Mechanotherapie und Unfallchirurgie",,,28/02/1903,31/12/1917,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0936-8051
Journal,Archiv für Orthopädische und Unfall-Chirurgie,0003-9330,,01/01/1918,31/12/1977,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0936-8051&volume=
Journal,Archiv für pathologische Anatomie und Physiologie und für klinische Medicin,,,01/02/1847,31/12/1902,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0945-6317&volume=
Journal,Archiv für Protistenkunde,0003-9365,,1995,1997,ScienceDirect - COUPERIN,http://rproxy.insa-rennes.fr/login?url=http://www.sciencedirect.com/science/journal/00039365
Journal,Archiv für Psychiatrie und Nervenkrankheiten,0003-9373,,01/02/1868,1983,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0940-1334&volume=
Journal,Archiv fü̈r Toxikologie,0003-9446,,1954,1974,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0340-5761&volume=
Journal,Archiv für klinische und experimentelle Dermatologie,0300-8614,,1955,1971,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0340-3696&volume=
Journal,"Archiv für Ohren-, Nasen- und Kehlkopfheilkunde",,,01/02/1915,31/12/1944,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0937-4477
Journal,"Archiv für Ohren-, Nasen- und Kehlkopfheilkunde",,,01/11/1958,30/09/1965,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0937-4477
Journal,"Archival informatics newsletter & technical reports. Part 1, Archival informatics newsletter",0892-2179,,01/03/1987,Winter 1988,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=1042-1467&volume=
Journal,Archive for history of exact sciences,0003-9519,1432-0657,01/08/1960,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0003-9519&volume=
Journal,Archive for mathematical logic,0933-5846,1432-0665,1988,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0933-5846&volume=
Journal,Archive for rational mechanics and analysis,0003-9527,1432-0673,01/01/1957,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0003-9527&volume=
Journal,Archive of applied mechanics (1991),0939-1533,1432-0681,01/12/1929,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0939-1533&volume=
Journal,Archives & museum informatics,1042-1467,,Spring 1989,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=1042-1467&volume=
Journal,Archives de pédiatrie : organe officiel de la Société française de pédiatrie,0929-693X,1769-664X,1995,,ScienceDirect - COUPERIN,http://rproxy.insa-rennes.fr/login?url=http://www.sciencedirect.com/science/journal/0929693X
Journal,Archives de sciences sociales des religions,0335-5985,,1973,3 years ago,PERSEE - Portail de revues scientifiques en sciences humaines et sociales,http://rproxy.insa-rennes.fr/login?url=http://www.persee.fr/web/revues/home/prescript/revue/assr
Journal,Archives de sciences sociales des religions,0335-5985,,2000,2009,Revues.org,http://rproxy.insa-rennes.fr/login?url=http://assr.revues.org
Journal,Archives de sociologie des religions,0003-9659,,1956,1972,PERSEE - Portail de revues scientifiques en sciences humaines et sociales,http://rproxy.insa-rennes.fr/login?url=http://www.persee.fr/web/revues/home/prescript/revue/assr
Journal,Archives for dermatological research,0340-3696,,1975,1977,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0340-3696&volume=
Journal,"Archives for meteorology, geophysics and bioclimatology. Series A. Meteorology and atmospheric physics",0259-8477,,1985,1986,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0177-7971
Journal,"Archives for meteorology, geophysics, and bioclimatology. Series A, Meteorology and geophysics",0066-6416,,1981,1985,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0177-7971&volume=
Journal,Archives of biochemistry and biophysics,0003-9861,1096-0384,1995,,ScienceDirect - COUPERIN,http://rproxy.insa-rennes.fr/login?url=http://www.sciencedirect.com/science/journal/00039861
Journal,Archives of cardiovascular diseases,1875-2136,1875-2128,2008,,ScienceDirect - COUPERIN,http://rproxy.insa-rennes.fr/login?url=http://www.sciencedirect.com/science/journal/18752136
Journal,Archives of cardiovascular diseases supplements,1878-6480,,2009,,ScienceDirect - COUPERIN,http://rproxy.insa-rennes.fr/login?url=http://www.sciencedirect.com/science/journal/18786480
Journal,Archives of computational methods in engineering,1134-3060,1886-1784,29/03/1994,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=1134-3060&volume=
Journal,Archives of dermatological research,0340-3696,1432-069X,1978,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0340-3696&volume=
Journal,Archives of environmental contamination and toxicology,0090-4341,1432-0703,01/02/1973,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0090-4341&volume=
Journal,Archives of gerontology and geriatrics,0167-4943,1872-6976,1995,,ScienceDirect - COUPERIN,http://rproxy.insa-rennes.fr/login?url=http://www.sciencedirect.com/science/journal/01674943
Journal,Archives of gynecology,0170-9925,,01/09/1978,30/04/1987,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0932-0067&volume=
Journal,Archives of gynecology and obstetrics,0932-0067,1432-0711,01/07/1987,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0932-0067&volume=
Journal,Archives of insect biochemistry and physiology,0739-4462,1520-6327,1997,,Wiley-Blackwell - Couperin 2012,http://rproxy.insa-rennes.fr/login?url=http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6327
Journal,Archives of medical research,0188-4409,1873-5487,1999,,ScienceDirect - COUPERIN,http://rproxy.insa-rennes.fr/login?url=http://www.sciencedirect.com/science/journal/01884409
Journal,Archives of microbiology,0302-8933,1432-072X,1974,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0302-8933&volume=
Journal,Archives of oral biology,0003-9969,1879-1506,1995,,ScienceDirect - COUPERIN,http://rproxy.insa-rennes.fr/login?url=http://www.sciencedirect.com/science/journal/00039969
Journal,Archives of orthopaedic and trauma surgery,0936-8051,1434-3916,01/01/1989,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0936-8051&volume=
Journal,Archives of orthopaedic and traumatic surgery,0344-8444,,01/01/1978,31/12/1988,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0936-8051&volume=
Journal,Archives of oto-rhino-laryngology,0302-9530,,01/03/1973,31/12/1989,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0937-4477&volume=
Journal,Archives of pharmacal research,0253-6269,1976-3786,01/12/1978,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0253-6269&volume=
Journal,Archives of psychiatric nursing,0883-9417,1532-8228,1995,,ScienceDirect - COUPERIN,http://rproxy.insa-rennes.fr/login?url=http://www.sciencedirect.com/science/journal/08839417
Journal,Archives of sexual behavior,0004-0002,1573-2800,01/03/1971,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0004-0002&volume=
Journal,Archives of toxicology,0340-5761,1432-0738,1974,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0340-5761&volume=
Journal,Archives of virology,0304-8608,1432-8798,01/02/1975,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0304-8608&volume=
Journal,Archivos de bronconeumología,0300-2896,,2004,,ScienceDirect - COUPERIN,http://rproxy.insa-rennes.fr/login?url=http://www.sciencedirect.com/science/journal/15792129
Journal,Archivos de la Sociedad Española de Oftalmología (English ed.),,2173-5794,2010,,ScienceDirect - COUPERIN,http://rproxy.insa-rennes.fr/login?url=http://www.sciencedirect.com/science/journal/21735794
Journal,Area (London 1969),0004-0894,,1997,,Wiley-Blackwell - Couperin 2012,http://rproxy.insa-rennes.fr/login?url=http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-4762
Journal,Arena (sitio web ref.),,,,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,ARFTG Conference,,,1982,,IEEE/IET Electronic Library (IEL),http://rproxy.insa-rennes.fr/login?url=http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000049
Journal,Argent et Patrimoine,,,05/01/2012,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,Argumentation,0920-427X,1572-8374,01/03/1987,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0920-427X&volume=
Journal,Argumentation & analyse du discours,,1565-8961,2008,,Revues.org,http://rproxy.insa-rennes.fr/login?url=http://aad.revues.org
Journal,Argus de l'assurance,,,28/08/2009,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,Argus de l'assurance (réf. site web),,,,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,Argus de l'assurance (site web),,,03/08/2009,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,"Argus of Fremont, Newark and Union City",,,18/12/2008,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,Arizona daily star (Tucson),,,28/10/2008,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,Arizona daily sun (Flagstaff),,,24/10/2008,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,Arkansas Daily Weblog,,,20/10/2008,04/06/2010,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,"Arkansas times (Little Rock, Ark. : 1992)",0164-6273,,16/10/2008,03/06/2010,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,Arkiv för matematik,0004-2080,,29/09/1949,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0004-2080&volume=
Journal,Armenpress news agency,,,11/10/2012,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,ArmInfo - Business Bulletin,,,12/03/2013,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,ArmInfo - Newswire,,,08/03/2013,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,Arms control today,0196-125X,1943-5754,,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,Army (Washington. 1956),0004-2455,,,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,Arômes Ingrédients Additifs,1260-9978,,01/06/2005,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,"Arrow lakes news (Nakusp, British Columbia)",,,08/04/2008,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,Art history,0141-6790,1467-8365,1997,,Wiley-Blackwell - Couperin 2012,http://rproxy.insa-rennes.fr/login?url=http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8365
Journal,Art Newspaper (web site ref.),,,,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,Artery research,1872-9312,,2007,,ScienceDirect - COUPERIN,http://rproxy.insa-rennes.fr/login?url=http://www.sciencedirect.com/science/journal/18729312
Journal,Arthritis and rheumatism,0004-3591,1529-0131,1999,,Wiley-Blackwell - Couperin 2012,http://rproxy.insa-rennes.fr/login?url=http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1529-0131
Journal,Arthritis care & research (2010),2151-464X,2151-4658,2010,,Wiley-Blackwell - Couperin 2012,http://rproxy.insa-rennes.fr/login?url=http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2151-4658
Journal,Arthropod structure & development,1467-8039,1873-5495,2000,,ScienceDirect - COUPERIN,http://rproxy.insa-rennes.fr/login?url=http://www.sciencedirect.com/science/journal/14678039
Journal,Articulo,,1661-4941,2005,,Revues.org,http://rproxy.insa-rennes.fr/login?url=http://articulo.revues.org
Journal,Artificial intelligence,0004-3702,1872-7921,1995,,ScienceDirect - COUPERIN,http://rproxy.insa-rennes.fr/login?url=http://www.sciencedirect.com/science/journal/00043702
Journal,"Artificial Intelligence and Computational Intelligence (AICI), International Conference on",,,2009,2010,IEEE/IET Electronic Library (IEL),http://rproxy.insa-rennes.fr/login?url=http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1003069
Journal,"Artificial Intelligence and Education (ICAIE), International Conference on",,,2010,,IEEE/IET Electronic Library (IEL),http://rproxy.insa-rennes.fr/login?url=http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1800165
Journal,Artificial intelligence and law,0924-8463,1572-8382,01/03/1992,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0924-8463&volume=
Journal,"Artificial Intelligence for Applications, Conference on",,,1988,1995,IEEE/IET Electronic Library (IEL),http://rproxy.insa-rennes.fr/login?url=http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000050
Journal,"Artificial Intelligence for Industrial Applications, IEEE Proceedings of the International Workshop on",,,1988,1988,IEEE/IET Electronic Library (IEL),http://rproxy.insa-rennes.fr/login?url=http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001941
Journal,Artificial intelligence in engineering,0954-1810,,1995,2001,ScienceDirect - COUPERIN,http://rproxy.insa-rennes.fr/login?url=http://www.sciencedirect.com/science/journal/09541810
Journal,Artificial intelligence in medicine,0933-3657,1873-2860,1995,,ScienceDirect - COUPERIN,http://rproxy.insa-rennes.fr/login?url=http://www.sciencedirect.com/science/journal/09333657
Journal,"Artificial Intelligence on Wall Street, Proceedings., International Conference on",,,1991,1991,IEEE/IET Electronic Library (IEL),http://rproxy.insa-rennes.fr/login?url=http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001928
Journal,Artificial intelligence review,0269-2821,1573-7462,01/03/1986,31/12/1996,Springer Journal Archives (Licence Nationale France),http://rproxy.insa-rennes.fr/login?url=http://link.springer.com/openurl?genre=journal&issn=0269-2821&volume=
Journal,"Artificial Intelligence Systems (ICAIS), IEEE International Conference on",,,2002,2002,IEEE/IET Electronic Library (IEL),http://rproxy.insa-rennes.fr/login?url=http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002204
Journal,"Artificial intelligence, EPIA, Portuguese Conference on",,,2005,2005,IEEE/IET Electronic Library (IEL),http://rproxy.insa-rennes.fr/login?url=http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002025
Journal,"Artificial Intelligence, JCAI, International Joint Conference on",,,2009,2009,IEEE/IET Electronic Library (IEL),http://rproxy.insa-rennes.fr/login?url=http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1002794
Journal,"Artificial Intelligence, MICAI, Mexican International Conference on",2157-0981,,2006,,IEEE/IET Electronic Library (IEL),http://rproxy.insa-rennes.fr/login?url=http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001744
Journal,"Artificial Life, ALIFE, IEEE Symposium on",,,2007,,IEEE/IET Electronic Library (IEL),http://rproxy.insa-rennes.fr/login?url=http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001982
Journal,"Artificial Neural Networks and Expert Systems, New Zealand International Two-Stream Conference on",,,1993,1995,IEEE/IET Electronic Library (IEL),http://rproxy.insa-rennes.fr/login?url=http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000051
Journal,Artificial organs,0160-564X,1525-1594,1997,,Wiley-Blackwell - Couperin 2012,http://rproxy.insa-rennes.fr/login?url=http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1525-1594
Journal,"Artificial Reality and Telexistence (ICAT), International Conference on",,,2006,2007,IEEE/IET Electronic Library (IEL),http://rproxy.insa-rennes.fr/login?url=http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001485
Journal,Arts asiatiques (Paris),0004-3958,,1962,1962,PERSEE - Portail de revues scientifiques en sciences humaines et sociales,http://rproxy.insa-rennes.fr/login?url=http://www.persee.fr/web/revues/home/prescript/revue/arasi
Journal,Arts asiatiques (Paris),0004-3958,,1964,1978,PERSEE - Portail de revues scientifiques en sciences humaines et sociales,http://rproxy.insa-rennes.fr/login?url=http://www.persee.fr/web/revues/home/prescript/revue/arasi
Journal,Arts asiatiques (Paris),0004-3958,,1981,2006,PERSEE - Portail de revues scientifiques en sciences humaines et sociales,http://rproxy.insa-rennes.fr/login?url=http://www.persee.fr/web/revues/home/prescript/revue/arasi
Journal,Arts in psychotherapy,0197-4556,1873-5878,1995,,ScienceDirect - COUPERIN,http://rproxy.insa-rennes.fr/login?url=http://www.sciencedirect.com/science/journal/01974556
Journal,Artsakank (web site ref.),,,,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,Artsennet actueel (website ver.),,,,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,Asbury Park press,,,18/12/2008,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
Journal,Aséanie : sciences humaines en Asie du Sud-Est,0859-9009,,1997,2005,PERSEE - Portail de revues scientifiques en sciences humaines et sociales,http://rproxy.insa-rennes.fr/login?url=http://www.persee.fr/web/revues/home/prescript/revue/asean
Journal,Asharq Alawsat,,,29/06/2011,,Europresse.com,http://rproxy.insa-rennes.fr/login?url=http://rproxy.insa-rennes.fr/login?url=http://www.bpe.europresse.com/ip/intro.asp?user=INSAT_1
